address;number_floats
119072, Москва, Город Москва, Набережная Болотная, дом 15, стр. 2;1
101000, Москва, Город Москва, Бульвар Покровский, дом 3, стр. 11;1
109028, Москва, Город Москва, Переулок Хитровский, дом 4;100
Россия, Москва, Большой Знаменский переулок, 6с15;1
119072, Москва, Город Москва, Переулок Берсеневский, дом 3/10;1
Россия, Москва, улица Большая Ордынка, 8;1
Россия, Москва, Садовническая улица, 44с4А;1
Россия, Москва, улица Большая Ордынка, 9;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 7;24
119019, Москва, Город Москва, Переулок Филипповский, дом 18;24
121099, Москва, Город Москва, Переулок Каменная Слобода, дом 11;1
119019, Москва, Город Москва, Переулок Филипповский, дом 16;17
119019, Москва, Город Москва, Переулок Филипповский, дом 20;1
119019, Москва, Город Москва, Переулок Филипповский, дом 22;1
Россия, Москва, улица Знаменка, 10с2;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 3;1
Россия, Москва, улица Знаменка, 10с4;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 1;1
119017, Москва, Город Москва, Переулок Старомонетный, дом 31, стр. 10;1
119017, Москва, Город Москва, Переулок Старомонетный, дом 31, стр. 11;1
115035, Москва, Город Москва, Улица Болотная, дом 16, стр. 1;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 8, стр. 1;1
119002, Москва, Город Москва, Улица Арбат, дом 31, стр. 2;10
Россия, Москва, улица Солянка, 1/2с10;1
Россия, Москва, улица Солянка, 1/2с11;1
119019, Москва, Город Москва, Улица Волхонка, дом 12;1
Россия, Москва, Озерковская набережная, 22/24с3;1
119019, Москва, Город Москва, Улица Волхонка, дом 5/6, стр. 9;1
115184, Москва, Город Москва, Набережная Озерковская, дом 22/24, стр. 4;1
119019, Москва, Город Москва, Улица Волхонка, дом 5/6, стр. 7;1
119019, Москва, Город Москва, Улица Волхонка, дом 10;1
119019, Москва, Город Москва, Улица Волхонка, дом 5/6, стр. 8;1
109028, Москва, Город Москва, Переулок Казарменный, дом 3/5, стр. 2;12
119002, Москва, Город Москва, Переулок Сивцев Вражек, дом 26, стр. 7;1
115184, Москва, Город Москва, Набережная Озерковская, дом 22/24, стр. 1;1
115184, Москва, Город Москва, Набережная Озерковская, дом 22/24, стр. 2;1
105062, Москва, Город Москва, Улица Воронцово Поле, дом 11, стр. 3;1
105062, Москва, Город Москва, Улица Воронцово Поле, дом 11, стр. 1;1
105062, Москва, Город Москва, Улица Воронцово Поле, дом 11, стр. 5;1
119019, Москва, Город Москва, Улица Волхонка, дом 5/6, стр. 4;37
119002, Москва, Город Москва, Переулок Сивцев Вражек, дом 26, стр. 1;1
119019, Москва, Город Москва, Улица Волхонка, дом 15;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 26, к. 28;60
119019, Москва, Город Москва, Улица Волхонка, дом 13;1
119017, Москва, Город Москва, Переулок Толмачевский Малый, дом 9;1
119019, Москва, Город Москва, Набережная Кремлевская, дом 1/9, стр. 10;1
115035, Москва, Город Москва, Улица Садовническая, дом 64, стр. 1;1
Россия, Москва, Пречистенская набережная, 45/1с1;1
Россия, Москва, Софийская набережная, 36/10;1
Россия, Москва, Лаврушинский переулок, 3/8с2;1
115035, Москва, Город Москва, Набережная Раушская, дом 22, стр. 2;1
Россия, Москва, Лаврушинский переулок, 3/8с1;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 20, стр. 10;1
Россия, Москва, Пречистенская набережная, 45/1с4;1
119019, Москва, Город Москва, Площадь Пречистенские Ворота, дом 1, стр. 1;1
119019, Москва, Город Москва, Набережная Пречистенская, дом 45/1, стр. 3;12
119019, Москва, Город Москва, Площадь Пречистенские Ворота, дом 1, стр. 2;1
Россия, Москва, Китайгородский проезд, 7к1;1
119019, Москва, Город Москва, Площадь Пречистенские Ворота, дом 1, стр. 3;1
119019, Москва, Город Москва, Площадь Пречистенские Ворота, дом 1, стр. 4;1
119019, Москва, Город Москва, Площадь Пречистенские Ворота, дом 1, стр. 6;1
109028, Москва, Город Москва, Бульвар Покровский, дом 16/10, стр. 1;53
109028, Москва, Город Москва, Бульвар Покровский, дом 16/10, стр. 3;1
Россия, Москва, Яузский бульвар, 13А;1
115184, Москва, Город Москва, Набережная Озерковская, дом 8, стр. 1;1
Россия, Москва, Покровский бульвар, 16/10с5;1
Россия, Москва, Покровский бульвар, 16/10с7;1
Россия, Москва, Китайгородский проезд, 2с1;1
115035, Москва, Город Москва, Улица Пятницкая, дом 8;1
103132, Москва, Город Москва, Площадь Старая, дом 6/7, стр. 2;1
119019, Москва, Город Москва, Улица Арбат, дом 13;13
119019, Москва, Город Москва, Улица Арбат, дом 11;7
119002, Москва, Город Москва, Улица Арбат, дом 17;23
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 5, стр. 2;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 5, стр. 1;1
119002, Москва, Город Москва, Улица Арбат, дом 19;28
Россия, Москва, Ипатьевский переулок, 4-10с1;1
105062, Москва, Город Москва, Переулок Лялин, дом 19, к. 1;1
115184, Москва, Город Москва, Переулок Овчинниковский Большой, дом 16, стр. 3;1
115184, Москва, Город Москва, Переулок Овчинниковский Большой, дом 17, к. 3;1
109028, Москва, Город Москва, Переулок Хитровский, дом 3/1, стр. 1;32
109028, Москва, Город Москва, Переулок Хитровский, дом 3/1, стр. 2;1
109028, Москва, Город Москва, Переулок Хитровский, дом 3/1, стр. 3;1
Россия, Москва, Петропавловский переулок, 8/14;1
109028, Москва, Город Москва, Переулок Хитровский, дом 3/1, стр. 4;1
Россия, Москва, Хитровский переулок, 3/1с5;1
119002, Москва, Город Москва, Улица Арбат, дом 20;79
119002, Москва, Город Москва, Улица Арбат, дом 21;1
Россия, Москва, Кривоарбатский переулок, 14;1
Россия, Москва, улица Арбат, 24;1
119002, Москва, Город Москва, Улица Арбат, дом 25;9
119002, Москва, Город Москва, Улица Арбат, дом 22;1
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 19;12
119002, Москва, Город Москва, Улица Арбат, дом 29;16
119002, Москва, Город Москва, Улица Арбат, дом 26;1
115035, Москва, Город Москва, Улица Садовническая, дом 20, стр. 24;1
115184, Москва, Город Москва, Переулок Вишняковский, дом 4, к. 6;60
103132, Москва, Город Москва, Переулок Никитников, дом 5/8;1
119072, Москва, Город Москва, Набережная Софийская, дом 24/2, стр. 1;1
119072, Москва, Город Москва, Набережная Софийская, дом 24/2, стр. 2;1
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 10;1
119072, Москва, Город Москва, Набережная Софийская, дом 24/2, стр. 5;1
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 11;1
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 12;12
119002, Москва, Город Москва, Улица Арбат, дом 31;16
119002, Москва, Город Москва, Переулок Староконюшенный, дом 16, стр. 1;1
119002, Москва, Город Москва, Улица Арбат, дом 32;1
119002, Москва, Город Москва, Улица Арбат, дом 35;1
Россия, Москва, улица Арбат, 36;1
119002, Москва, Город Москва, Переулок Староконюшенный, дом 16, стр. 3;1
119002, Москва, Город Москва, Улица Арбат, дом 33;1
119002, Москва, Город Москва, Переулок Староконюшенный, дом 16, стр. 2;1
119002, Москва, Город Москва, Улица Арбат, дом 34;1
Россия, Москва, улица Арбат, 39;1
119002, Москва, Город Москва, Улица Арбат, дом 37;1
119019, Москва, Город Москва, Переулок Филипповский, дом 3А/16, стр. 1;1
119002, Москва, Город Москва, Переулок Староконюшенный, дом 41, стр. 1;10
109028, Москва, Город Москва, Переулок Ивановский Малый, дом 6, стр. 2;4
119002, Москва, Город Москва, Переулок Староконюшенный, дом 41, стр. 3;12
119002, Москва, Город Москва, Переулок Староконюшенный, дом 41, стр. 2;10
119002, Москва, Город Москва, Переулок Николопесковский Малый, дом 5, стр. 2;1
119002, Москва, Город Москва, Улица Арбат, дом 43;26
115035, Москва, Город Москва, Улица Пятницкая, дом 6/1, стр. 9;1
119002, Москва, Город Москва, Улица Арбат, дом 40;8
115035, Москва, Город Москва, Улица Пятницкая, дом 6/1, стр. 8;1
115184, Москва, Город Москва, Переулок Руновский, дом 12;31
115184, Москва, Город Москва, Переулок Руновский, дом 10;48
115184, Москва, Город Москва, Переулок Овчинниковский Большой, дом 10, стр. 2;1
115035, Москва, Город Москва, Улица Пятницкая, дом 6/1, стр. 1;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 6/1;1
115035, Москва, Город Москва, Улица Пятницкая, дом 6/1, стр. 3;1
115184, Москва, Город Москва, Набережная Озерковская, дом 22/24, стр. 11;1
Россия, Москва, Малый Ивановский переулок, 2Ас1;1
Россия, Москва, Малый Ивановский переулок, 2Ас2;1
Россия, Москва, Малый Ивановский переулок, 2Ас4;1
109028, Москва, Город Москва, Переулок Подкопаевский, дом 4Б;1
109028, Москва, Город Москва, Переулок Подкопаевский, дом 4А;1
115184, Москва, Город Москва, Набережная Озерковская, дом 4;1
115184, Москва, Город Москва, Набережная Озерковская, дом 6;1
Россия, Москва, Гоголевский бульвар, 6с1;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 1, стр. 3;1
115035, Москва, Город Москва, Улица Болотная, дом 10, к. 2;1
Россия, Москва, Пятницкая улица, 7с6А;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 1, стр. 2;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 1, стр. 1;1
115035, Москва, Город Москва, Улица Садовническая, дом 39, стр. 1;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 34, к. 2;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 34, к. 1;1
105062, Москва, Город Москва, Переулок Подсосенский, дом 20/12;1
115035, Москва, Город Москва, Переулок Черниговский, дом 4;19
Россия, Москва, Лялин переулок, 23-29с2;1
Россия, Москва, Малый Трёхсвятительский переулок, 4с2;1
109028, Москва, Город Москва, Переулок Дурасовский, дом 3, стр. 1;16
109028, Москва, Город Москва, Переулок Дурасовский, дом 3, стр. 2;7
Россия, Москва, Дурасовский переулок, 3с3;1
109028, Москва, Город Москва, Переулок Хитровский, дом 4, стр. 10;1
109028, Москва, Город Москва, Улица Солянка, дом 5, к. 2;1
Россия, Москва, Серебрянический переулок, 1Ас3;1
109028, Москва, Город Москва, Переулок Серебрянический, дом 1А, стр. 1;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 36, стр. 3;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 36, стр. 2;1
119002, Москва, Город Москва, Переулок Калошин, дом 12, стр. 1;1
101000, Москва, Город Москва, Переулок Старосадский, дом 6/12, стр. 7;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 6, к. 2;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 6, к. 3;1
Россия, Москва, Старосадский переулок, 6/12с3;1
101000, Москва, Город Москва, Переулок Старосадский, дом 6/12, стр. 5;1
101000, Москва, Город Москва, Переулок Старосадский, дом 6/12, стр. 4;1
119019, Москва, Город Москва, Переулок Филипповский, дом 13, стр. 1;1
119017, Москва, Город Москва, Улица Новокузнецкая, дом 4/12, стр. 1;40
119017, Москва, Город Москва, Улица Новокузнецкая, дом 4/12, стр. 2;30
Россия, Москва, Колымажный переулок, 8/4с7;1
115035, Москва, Город Москва, Набережная Кадашевская, дом 24, к. 1;1
Россия, Москва, Колымажный переулок, 8/4с1;1
Россия, Москва, Котельническая набережная, 15/1;1
119180, Москва, Город Москва, Переулок Старомонетный, дом 6, стр. 11;1
119180, Москва, Город Москва, Переулок Старомонетный, дом 6, стр. 12;1
Россия, Москва, Моховая улица, 14с1;1
Россия, Москва, Моховая улица, 14с2;1
119034, Москва, Город Москва, Улица Пречистенка, дом 6, к. 1;1
105062, Москва, Город Москва, Переулок Подсосенский, дом 19/28;16
119180, Москва, Город Москва, Переулок Старомонетный, дом 6, стр. 10;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 36, стр. 7;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 36, стр. 5;1
115035, Москва, Город Москва, Переулок Кадашевский 2-й, дом 16, стр. 1;1
Россия, Москва, Лебяжий переулок, 3с4;1
101000, Москва, Город Москва, Переулок Старосадский, дом 9, стр. 9;1
101000, Москва, Город Москва, Переулок Старосадский, дом 9, стр. 5;1
Россия, Москва, Старосадский переулок, 9с6;1
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 13, стр. 4;1
101000, Москва, Город Москва, Переулок Старосадский, дом 9, стр. 7;1
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 13, стр. 1;12
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 13, стр. 2;1
Россия, Москва, Пятницкая улица, 25с1Д;1
Россия, Москва, Лялин переулок, 24-26с2;1
119002, Москва, Город Москва, Улица Арбат, дом 30/3, стр. 1;25
119002, Москва, Город Москва, Улица Арбат, дом 30/3, стр. 3;17
119002, Москва, Город Москва, Улица Арбат, дом 30/3, стр. 2;26
Россия, Москва, Петропавловский переулок, 7/12с1;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 10, стр. 2;1
103132, Москва, Город Москва, Площадь Старая, дом 10/4, стр. 1;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 10, стр. 3;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 10, стр. 4;1
115035, Москва, Город Москва, Улица Садовническая, дом 32/34 к.2;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 13, стр. 2;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 10, стр. 1;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 18, к. 1;60
119180, Москва, Город Москва, Улица Полянка Большая, дом 4/10, стр. 2;1
119019, Москва, Город Москва, Переулок Знаменский Малый, дом 7/10, стр. 2;10
119019, Москва, Город Москва, Переулок Знаменский Малый, дом 7/10, стр. 3;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 4/10, стр. 6;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 4/10, стр. 5;1
119019, Москва, Город Москва, Переулок Знаменский Малый, дом 7/10, стр. 5;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 4/10, стр. 4;1
115035, Москва, Город Москва, Улица Пятницкая, дом 6, к. 1;7
119017, Москва, Город Москва, Улица Ордынка Малая, дом 20, стр. 2;1
Россия, Москва, Большой Знаменский переулок, 3;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 4;21
109028, Москва, Город Москва, Переулок Казарменный, дом 6, стр. 1;20
115184, Москва, Город Москва, Улица Пятницкая, дом 9, к. 28;1
109028, Москва, Город Москва, Переулок Казарменный, дом 6, стр. 2;1
115035, Москва, Город Москва, Переулок Кадашевский 3-й, дом 6, к. 2;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 6;1
115184, Москва, Город Москва, Переулок Пятницкий, дом 3, стр. 3;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 7;1
119019, Москва, Город Москва, Переулок Афанасьевский Малый, дом 5/15;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 34, стр. 5/5;1
Россия, Москва, Казарменный переулок, 6с5;1
Россия, Москва, улица Солянка, 1/2с9;1
Россия, Москва, улица Солянка, 1/2с8;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 6, к. 2;1
109028, Москва, Город Москва, Улица Солянка, дом 1/2, стр. 1;70
Россия, Москва, улица Солянка, 1/2с2;1
101000, Москва, Город Москва, Переулок Старосадский, дом 9, стр. 1;1
115035, Москва, Город Москва, Улица Садовническая, дом 11, стр. 4;1
101000, Москва, Город Москва, Переулок Старосадский, дом 9, стр. 3;1
115035, Москва, Город Москва, Улица Садовническая, дом 11, стр. 2;1
101000, Москва, Город Москва, Переулок Старосадский, дом 9, стр. 4;1
115035, Москва, Город Москва, Улица Садовническая, дом 11, стр. 9;1
115035, Москва, Город Москва, Улица Садовническая, дом 11, стр. 6;1
Россия, Москва, улица Пречистенка, 4;1
Россия, Москва, улица Пречистенка, 2;1
119019, Москва, Город Москва, Улица Знаменка, дом 9, стр. 1;1
119019, Москва, Город Москва, Улица Знаменка, дом 9, стр. 2;1
Россия, Москва, улица Волхонка, 15-17с1;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 16/4 к.4;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 2, стр. 10;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 16/4 к.3;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 16/4 к.2;1
109012, Москва, Город Москва, Переулок Хрустальный, дом 1;1
119072, Москва, Город Москва, Набережная Софийская, дом 8, стр. 1;1
119019, Москва, Город Москва, Переулок Гагаринский, дом 6;97
119034, Москва, Город Москва, Переулок Гагаринский, дом 3;1
119034, Москва, Город Москва, Улица Пречистенка, дом 6;1
119019, Москва, Город Москва, Переулок Гагаринский, дом 4;1
121099, Москва, Город Москва, Переулок Каменная Слобода, дом 13/6;1
115035, Москва, Город Москва, Улица Садовническая, дом 32/34;1
Россия, Москва, Колымажный переулок, 6с2;1
Россия, Москва, Колымажный переулок, 6с1;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 2, стр. 21;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 2, стр. 26;1
119002, Москва, Город Москва, Переулок Староконюшенный, дом 28, стр. 2;1
Россия, Москва, Малый Трёхсвятительский переулок, 8/2с8;1
Россия, Москва, Малый Трёхсвятительский переулок, 8/2с7;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 12, стр. 1;1
109028, Москва, Город Москва, Переулок Трехсвятительский Малый, дом 8/2, стр. 2;41
109028, Москва, Город Москва, Улица Солянка, дом 9, к. 1А;29
109028, Москва, Город Москва, Переулок Трехсвятительский Малый, дом 8/2, стр. 6;1
109028, Москва, Город Москва, Переулок Трехсвятительский Малый, дом 8/2, стр. 5;1
Россия, Москва, улица Знаменка, 9/2;1
115035, Москва, Город Москва, Улица Садовническая, дом 35/37, к. 17;1
115035, Москва, Город Москва, Улица Садовническая, дом 35/37, к. 16;1
Россия, Москва, улица Воронцово Поле, 4с1А;1
115035, Москва, Город Москва, Улица Садовническая, дом 35/37, к. 15;1
115035, Москва, Город Москва, Улица Садовническая, дом 35/37, к. 13;1
119017, Москва, Город Москва, Переулок Толмачевский Малый, дом 8/11, стр. 3;1
Россия, Москва, улица Волхонка, 11с6;1
119017, Москва, Город Москва, Переулок Толмачевский Малый, дом 8/11, стр. 1;1
119002, Москва, Город Москва, Переулок Карманицкий, дом 3, стр. 2;1
119017, Москва, Город Москва, Переулок Толмачевский Малый, дом 8/11, стр. 6;1
Россия, Москва, Тессинский переулок, 4с2;1
125009, Москва, Город Москва, Улица Воздвиженка, дом 2;1
101000, Москва, Город Москва, Переулок Старосадский, дом 11/1, стр. 1;1
125009, Москва, Город Москва, Улица Воздвиженка, дом 4;1
115035, Москва, Город Москва, Переулок Климентовский, дом 10, к. 3;1
119019, Москва, Город Москва, Улица Воздвиженка, дом 1;1
Россия, Москва, Серебряническая набережная, 11;1
101000, Москва, Город Москва, Переулок Старосадский, дом 11/1, стр. 2;1
109028, Москва, Город Москва, Переулок Тессинский, дом 4, стр. 1;1
105062, Москва, Город Москва, Переулок Подсосенский, дом 26/6;1
Россия, Москва, Казарменный переулок, 10с19;1
115035, Москва, Город Москва, Улица Садовническая, дом 11, стр. 12;1
Россия, Москва, Моховая улица, 8с1;1
115035, Москва, Город Москва, Улица Садовническая, дом 11, стр. 14;1
Россия, Москва, Моховая улица, 8с2;1
115035, Москва, Город Москва, Улица Садовническая, дом 11, стр. 15;1
Россия, Москва, Казарменный переулок, 10с15;1
109028, Москва, Город Москва, Переулок Казарменный, дом 10, стр. 14;1
115184, Москва, Город Москва, Улица Бахрушина, дом 12, стр. 2;1
115035, Москва, Город Москва, Улица Садовническая, дом 52, стр. 1;1
115184, Москва, Город Москва, Улица Бахрушина, дом 12, стр. 1;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 19, стр. Б;1
115035, Москва, Город Москва, Улица Пятницкая, дом 19, стр. 1;1
109028, Москва, Город Москва, Переулок Певческий, дом 4, к. 3;1
109028, Москва, Город Москва, Переулок Певческий, дом 4, к. 4;1
115035, Москва, Город Москва, Улица Пятницкая, дом 19, стр. 3;1
115035, Москва, Город Москва, Улица Пятницкая, дом 19, стр. 2;1
119002, Москва, Город Москва, Переулок Карманицкий, дом 1/3;1
Россия, Москва, улица Солянка, 14с3;1
Россия, Москва, улица Солянка, 14с6;1
Россия, Москва, улица Солянка, 14с5;1
109240, Москва, Город Москва, Улица Солянка, дом 14, стр. 2;1
Россия, Москва, Подкопаевский переулок, 15/9с6;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 17, к. 19;144
109012, Москва, Город Москва, Улица Варварка, дом 5/10, стр. 1;1
115184, Москва, Город Москва, Переулок Овчинниковский Большой, дом 26, к. 5;1
109012, Москва, Город Москва, Улица Варварка, дом 5/10, стр. 2;1
Россия, Москва, Подкопаевский переулок, 15/9с3;1
Россия, Москва, Подкопаевский переулок, 15/9с2;1
Россия, Москва, Подкопаевский переулок, 15/9с1;1
115184, Москва, Город Москва, Переулок Овчинниковский Большой, дом 26, к. 4;1
Россия, Москва, Серебрянический переулок, 11/12;1
Россия, Москва, улица Солянка, 14с7;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 13/9, к. 1;1
115035, Москва, Город Москва, Улица Пятницкая, дом 2/38, стр. 2;1
115035, Москва, Город Москва, Улица Пятницкая, дом 2/38, стр. 3;1
115184, Москва, Город Москва, Переулок Руновский, дом 11/19;45
115035, Москва, Город Москва, Улица Пятницкая, дом 19, стр. 4;1
Россия, Москва, Яузский бульвар, 11с1;1
109028, Москва, Город Москва, Переулок Николоворобинский Большой, дом 7, стр. 2;1
Россия, Москва, Большой Николоворобинский переулок, 7с3;1
Россия, Москва, Большой Николоворобинский переулок, 7с4;1
Россия, Москва, Большой Николоворобинский переулок, 7с5;1
109028, Москва, Город Москва, Переулок Николоворобинский Большой, дом 7, стр. 1;1
115184, Москва, Город Москва, Переулок Овчинниковский Большой, дом 24, к. 5;1
Россия, Москва, Большой Николоворобинский переулок, 7с6;1
115184, Москва, Город Москва, Переулок Овчинниковский Большой, дом 24, к. 4;1
Россия, Москва, Большой Николоворобинский переулок, 7с7;1
Россия, Москва, Большой Николоворобинский переулок, 7с8;1
115035, Москва, Город Москва, Улица Садовническая, дом 36, стр. 2;1
115035, Москва, Город Москва, Набережная Кадашевская, дом 32/2, стр. 10;1
115035, Москва, Город Москва, Набережная Кадашевская, дом 22, к. 1;1
119019, Москва, Город Москва, Переулок Колымажный, дом 8;1
119017, Москва, Город Москва, Улица Пятницкая, дом 44, стр. 3;1
119017, Москва, Город Москва, Улица Пятницкая, дом 44, стр. 2;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 29/10, стр. 3;1
119017, Москва, Город Москва, Улица Пятницкая, дом 44, стр. 1;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 29/10, стр. 2;1
Россия, Москва, Покровский бульвар, 11с2-Е;1
115035, Москва, Город Москва, Улица Садовническая, дом 9, стр. 2;1
Россия, Москва, Покровский бульвар, 11с2-Г;1
115035, Москва, Город Москва, Улица Садовническая, дом 9, стр. 1;1
115035, Москва, Город Москва, Улица Садовническая, дом 9, стр. 6;1
115035, Москва, Город Москва, Улица Садовническая, дом 9, стр. 4;1
115035, Москва, Город Москва, Улица Садовническая, дом 9, стр. 3;1
115035, Москва, Город Москва, Набережная Раушская, дом 22, к. 1;1
119002, Москва, Город Москва, Переулок Карманицкий, дом 3А, стр. 6;1
115035, Москва, Город Москва, Тупик Кадашевский, дом 2;1
119002, Москва, Город Москва, Переулок Карманицкий, дом 3А, стр. 4;19
109240, Москва, Город Москва, Улица Солянка, дом 12, стр. 1;1
119002, Москва, Город Москва, Переулок Карманицкий, дом 3А, стр. 3;11
119002, Москва, Город Москва, Переулок Карманицкий, дом 3А, стр. 2;21
119002, Москва, Город Москва, Переулок Карманицкий, дом 3А, стр. 1;8
Россия, Москва, Соймоновский проезд, 1;1
Россия, Москва, Покровский бульвар, 11с1-Д;1
Россия, Москва, Покровский бульвар, 11с1-В;1
Россия, Москва, Покровский бульвар, 11с1-Б;1
Россия, Москва, Хохловский переулок, 7-9с18;1
Россия, Москва, Серебрянический переулок, 4/3с3;1
Россия, Москва, Серебрянический переулок, 4/3с2;1
119002, Москва, Город Москва, Улица Арбат, дом 47/23;20
105062, Москва, Город Москва, Переулок Лялин, дом 24/26, стр. 2А;43
109028, Москва, Город Москва, Бульвар Яузский, дом 14/8;20
109240, Москва, Город Москва, Улица Яузская, дом 8, стр. 2;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 9, к. 2;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 9, к. 1;1
119002, Москва, Город Москва, Переулок Николопесковский Большой, дом 4, стр. 4;1
119002, Москва, Город Москва, Переулок Николопесковский Большой, дом 4, стр. 5;1
119017, Москва, Город Москва, Улица Новокузнецкая, дом 24, стр. 3А;1
119002, Москва, Город Москва, Переулок Николопесковский Большой, дом 4, стр. 2;1
119002, Москва, Город Москва, Переулок Николопесковский Большой, дом 4, стр. 1;1
109028, Москва, Город Москва, Улица Солянка, дом 9а;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 18/1, стр. 8;1
Россия, Москва, Большая Татарская улица, 11С;1
null, Москва, Город Москва, Улица Пятницкая, дом 25, стр. 1;1
115035, Москва, Город Москва, Улица Пятницкая, дом 25, стр. 2;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 34, к. а;34
115035, Москва, Город Москва, Улица Пятницкая, дом 25, стр. 3;1
105064, Москва, Город Москва, Переулок Яковоапостольский, дом 6, стр. 3;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 34, стр. 3А;22
109028, Москва, Город Москва, Переулок Подколокольный, дом 8, стр. 2;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 11А;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 11Б;1
Россия, Москва, Солянский тупик, 1;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 11В;1
109028, Москва, Город Москва, Переулок Подколокольный, дом 8, стр. 1;1
119017, Москва, Город Москва, Улица Новокузнецкая, дом 24, стр. 4А;1
Россия, Москва, Подколокольный переулок, 8с6;1
115035, Москва, Город Москва, Переулок Кадашевский 1-й, дом 3, стр. 3;1
115035, Москва, Город Москва, Улица Пятницкая, дом 1, к. 1Д;1
115035, Москва, Город Москва, Переулок Кадашевский 1-й, дом 3, стр. 1;1
115035, Москва, Город Москва, Переулок Кадашевский 1-й, дом 3, стр. 2;1
119017, Москва, Город Москва, Улица Новокузнецкая, дом 22, стр. 2;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 8/12, стр. 7;1
Россия, Москва, Большой Знаменский переулок, 8/12с8;1
115035, Москва, Город Москва, Улица Садовническая, дом 20, стр. 3;1
115035, Москва, Город Москва, Улица Садовническая, дом 20, стр. 2;1
115035, Москва, Город Москва, Улица Садовническая, дом 20, стр. 1;1
115035, Москва, Город Москва, Улица Садовническая, дом 11, к. 10;15
101000, Москва, Город Москва, Переулок Старосадский, дом 10, стр. 1;46
101000, Москва, Город Москва, Переулок Старосадский, дом 10, стр. 2;1
115035, Москва, Город Москва, Улица Садовническая, дом 20, стр. 5;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 13, стр. 19;1
Россия, Москва, Овчинниковская набережная, 18/1с2;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 18/1, стр. 5;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 18/1, стр. 4;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 18/1, стр. 1;1
Россия, Москва, улица Воронцово Поле, 3с14;1
