address;number_floats
115035, Москва, Город Москва, Набережная Космодамианская, дом 4/22, к. В;1
Россия, Москва, Софийская набережная, 20;1
109012, Москва, Город Москва, Улица Варварка, дом 11, стр. 1;1
119072, Москва, Город Москва, Набережная Софийская, дом 22;1
109012, Москва, Город Москва, Улица Варварка, дом 11, стр. 2;1
119072, Москва, Город Москва, Набережная Софийская, дом 24;1
Россия, Москва, Софийская набережная, 18;1
115035, Москва, Город Москва, Улица Садовническая, дом 47, к. 1;74
119072, Москва, Город Москва, Набережная Софийская, дом 10, стр. 4;1
115184, Москва, Город Москва, Переулок Новокузнецкий 1-й, дом 1;1
121099, Москва, Город Москва, Переулок Карманицкий, дом 8, стр. 1;1
119017, Москва, Город Москва, Набережная Кадашевская, дом 6/1;1
101000, Москва, Город Москва, Проезд Лубянский, дом 25, стр. 1;1
119002, Москва, Город Москва, Улица Арбат, дом 37/2, стр. 4;1
119002, Москва, Город Москва, Улица Арбат, дом 37/2, стр. 5;1
101000, Москва, Город Москва, Проезд Лубянский, дом 25, стр. 2;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, к. 3;1
119002, Москва, Город Москва, Улица Арбат, дом 37/2, стр. 2;1
119002, Москва, Город Москва, Улица Арбат, дом 37/2, стр. 3;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, к. 2;1
119002, Москва, Город Москва, Улица Арбат, дом 37/2, стр. 6;1
Россия, Москва, Лубянский проезд, 25с9;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 6/2;1
115035, Москва, Город Москва, Улица Садовническая, дом 42, к. 1;14
115184, Москва, Город Москва, Набережная Озерковская, дом 26, стр. 6;1
115184, Москва, Город Москва, Набережная Озерковская, дом 26, стр. 7;1
109028, Москва, Город Москва, Переулок Певческий, дом 4;1
115184, Москва, Город Москва, Набережная Озерковская, дом 26, стр. 1;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, к. 1;1
119002, Москва, Город Москва, Улица Арбат, дом 37/2, стр. 1;1
109028, Москва, Город Москва, Переулок Певческий, дом 6;1
115184, Москва, Город Москва, Набережная Озерковская, дом 26, стр. 5;1
Россия, Москва, улица Солянка, 12-14с27;1
119017, Москва, Город Москва, Переулок Пыжевский, дом 7, стр. 4;1
Россия, Москва, улица Солянка, 12-14с25;1
119017, Москва, Город Москва, Переулок Пыжевский, дом 7, стр. 3;1
119072, Москва, Город Москва, Набережная Софийская, дом 10;1
119017, Москва, Город Москва, Переулок Пыжевский, дом 7, стр. 2;1
115184, Москва, Город Москва, Переулок Овчинниковский Средний, дом 1, стр. 13;1
115184, Москва, Город Москва, Переулок Овчинниковский Средний, дом 1, стр. 12;1
119072, Москва, Город Москва, Набережная Софийская, дом 16;1
109012, Москва, Город Москва, Улица Варварка, дом 8Б;1
Россия, Москва, улица Воронцово Поле, 10с1А;1
115184, Москва, Город Москва, Улица Бахрушина, дом 11/48, стр. 2;1
115184, Москва, Город Москва, Улица Бахрушина, дом 11/48, стр. 1;1
115184, Москва, Город Москва, Улица Бахрушина, дом 11/48, стр. 3;1
115035, Москва, Город Москва, Переулок Климентовский, дом 12, стр. 8;1
115035, Москва, Город Москва, Переулок Климентовский, дом 12, стр. 9;1
115035, Москва, Город Москва, Переулок Климентовский, дом 12, стр. 4;1
115035, Москва, Город Москва, Переулок Климентовский, дом 12, стр. 6;1
115035, Москва, Город Москва, Переулок Климентовский, дом 12, стр. 7;1
115035, Москва, Город Москва, Набережная Раушская, дом 26, к. 1;1
115035, Москва, Город Москва, Набережная Кадашевская, дом 36, стр. 1;30
119180, Москва, Город Москва, Улица Полянка Большая, дом 7/10, стр. 1;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 7/10, стр. 2;1
109028, Москва, Город Москва, Переулок Трехсвятительский Малый, дом 8/2;53
119180, Москва, Город Москва, Улица Полянка Большая, дом 17, стр. 2;1
119180, Москва, Город Москва, Улица Полянка Большая, дом 17, стр. 1;1
119002, Москва, Город Москва, Переулок Сивцев Вражек, дом 18, стр. 2;1
119002, Москва, Город Москва, Переулок Сивцев Вражек, дом 18, стр. 3;1
119072, Москва, Город Москва, Набережная Софийская, дом 16, стр. 1;1
119002, Москва, Город Москва, Переулок Сивцев Вражек, дом 18, стр. 4;1
119002, Москва, Город Москва, Переулок Сивцев Вражек, дом 18, стр. 5;1
115035, Москва, Город Москва, Набережная Кадашевская, дом 36, стр. 5;1
109028, Москва, Город Москва, Набережная Серебряническая, дом 19, к. 1;12
115035, Москва, Город Москва, Улица Пятницкая, дом 21;8
109028, Москва, Город Москва, Набережная Серебряническая, дом 19, к. 2;12
109012, Москва, Город Москва, Улица Ильинка, дом 6;1
Россия, Москва, Пятницкая улица, 22;1
115035, Москва, Город Москва, Улица Пятницкая, дом 24;1
115184, Москва, Город Москва, Улица Пятницкая, дом 25;1
115035, Москва, Город Москва, Улица Пятницкая, дом 26;1
119017, Москва, Город Москва, Улица Пятницкая, дом 28;74
115184, Москва, Город Москва, Улица Пятницкая, дом 29;1
Россия, Москва, Певческий переулок, 4с4;1
Россия, Москва, Певческий переулок, 4с5;1
Россия, Москва, Певческий переулок, 4с2;1
Россия, Москва, Певческий переулок, 4с3;1
115035, Москва, Город Москва, Улица Пятницкая, дом 14, стр. 2;1
Россия, Москва, переулок Сивцев Вражек, 12с2;1
115035, Москва, Город Москва, Улица Пятницкая, дом 14, стр. 1;1
119017, Москва, Город Москва, Улица Пятницкая, дом 30;1
115035, Москва, Город Москва, Улица Пятницкая, дом 14, стр. 6;1
109012, Москва, Город Москва, Улица Ильинка, дом 4;1
119017, Москва, Город Москва, Улица Пятницкая, дом 31;1
115035, Москва, Город Москва, Улица Пятницкая, дом 12;1
Россия, Москва, Пятницкая улица, 13;1
109240, Москва, Город Москва, Набережная Котельническая, дом 1/15, к. А;441
Россия, Москва, Пятницкая улица, 14;1
115035, Москва, Город Москва, Улица Пятницкая, дом 15;1
Россия, Москва, Пятницкая улица, 16;1
115035, Москва, Город Москва, Набережная Кадашевская, дом 30, стр. 2;1
Россия, Москва, Пятницкая улица, 18;1
115035, Москва, Город Москва, Улица Пятницкая, дом 19;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 9, стр. 10;1
Россия, Москва, Котельническая набережная, 1/15С;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 5/6, стр. 2-3;21
109028, Москва, Город Москва, Переулок Певческий, дом 4, стр. 1;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 5/6, стр. 1;8
109012, Москва, Город Москва, Улица Варварка, дом 4А;1
115035, Москва, Город Москва, Переулок Климентовский, дом 12, стр. 1;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 18, стр. 1;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 18, стр. 2;4
119017, Москва, Город Москва, Улица Ордынка Малая, дом 5/6, стр. 5;1
Россия, Москва, Пятницкая улица, 20;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 5/6, стр. 4;29
119017, Москва, Город Москва, Улица Пятницкая, дом 43;39
119019, Москва, Город Москва, Переулок Староваганьковский, дом 14;1
Россия, Москва, Староваганьковский переулок, 13;1
119017, Москва, Город Москва, Улица Пятницкая, дом 45;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 38;78
109028, Москва, Город Москва, Улица Солянка, дом 9А, стр. 3;1
119019, Москва, Город Москва, Бульвар Гоголевский, дом 21, стр. 2;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 15;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 30;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 4, стр. 3;1
115035, Москва, Город Москва, Улица Садовническая, дом 51, к. 2;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 32;31
115035, Москва, Город Москва, Улица Садовническая, дом 51, к. 1;47
115035, Москва, Город Москва, Улица Ордынка Большая, дом 4, стр. 1;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 34;1
Россия, Москва, Гончарная улица, 3с1;1
115035, Москва, Город Москва, Переулок Кадашевский 3-й, дом 5, к. 5;1
Россия, Москва, Гончарная улица, 3с3;1
115184, Москва, Город Москва, Переулок Пятницкий, дом 4, стр. 1;1
Россия, Москва, улица Солянка, 9Ас2;1
109028, Москва, Город Москва, Переулок Подколокольный, дом 11А, стр. 1;13
119019, Москва, Город Москва, Улица Волхонка, дом 18/2;1
Россия, Москва, улица Солянка, 9Ас1;1
119017, Москва, Город Москва, Улица Пятницкая, дом 51;1
119019, Москва, Город Москва, Переулок Большой Афанасьевский, дом 41, стр. А;1
Россия, Москва, Большой Афанасьевский переулок, 41Б;1
119017, Москва, Город Москва, Улица Пятницкая, дом 34;1
119017, Москва, Город Москва, Улица Пятницкая, дом 35;12
119017, Москва, Город Москва, Улица Пятницкая, дом 36;1
119017, Москва, Город Москва, Улица Пятницкая, дом 37;25
119017, Москва, Город Москва, Улица Пятницкая, дом 39;108
Россия, Москва, Котельническая набережная, 1/15к5;1
115035, Москва, Город Москва, Переулок Раушский 2-й, дом 4, к. 2;1
115184, Москва, Город Москва, Переулок Вишняковский, дом 2, к. 36;1
119017, Москва, Город Москва, Улица Пятницкая, дом 40;8
119017, Москва, Город Москва, Улица Пятницкая, дом 42;1
115035, Москва, Город Москва, Переулок Кадашевский 2-й, дом 5, к. 5, стр. 7;1
115035, Москва, Город Москва, Переулок Кадашевский 1-й, дом 7/9;1
Россия, Москва, Славянская площадь, 2/5с5;1
Россия, Москва, Староваганьковский переулок, 25;1
105062, Москва, Город Москва, Переулок Подсосенский, дом 21, к. 3;1
Россия, Москва, Староваганьковский переулок, 23;1
105062, Москва, Город Москва, Переулок Подсосенский, дом 21, к. 2;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 26;1
Россия, Москва, Староваганьковский переулок, 22;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 21, к. 1;1
119019, Москва, Город Москва, Переулок Большой Афанасьевский, дом 17/7;31
115035, Москва, Город Москва, Улица Пятницкая, дом 7, к. 2;1
Россия, Москва, улица Солянка, 7с9;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 36, стр. 1;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 1;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 3;21
Россия, Москва, улица Солянка, 7с5;1
Россия, Москва, улица Солянка, 7с6;1
119017, Москва, Город Москва, Улица Новокузнецкая, дом 6;108
109028, Москва, Город Москва, Переулок Трехсвятительский Большой, дом 3, к. 2;1
Россия, Москва, улица Солянка, 7с2;1
Россия, Москва, улица Солянка, 7с3;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 6/2, стр. 10;1
109028, Москва, Город Москва, Переулок Трехсвятительский Большой, дом 4/3, стр. 6;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 20, стр. 1;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 17, стр. 8;1
Россия, Москва, Берсеневский переулок, 3/10с10;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 17, стр. 7;1
Россия, Москва, улица Воронцово Поле, 3с8;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 13, стр. 1А;17
Россия, Москва, улица Воронцово Поле, 3с9;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 17, стр. 5;1
105062, Москва, Город Москва, Переулок Подсосенский, дом 26, к. 1;1
Россия, Москва, улица Воронцово Поле, 3с3;1
Россия, Москва, улица Воронцово Поле, 3с4;1
Россия, Москва, улица Воронцово Поле, 3с6;1
109028, Москва, Город Москва, Улица Воронцово Поле, дом 3, стр. 1;1
Россия, Москва, Колпачный переулок, 12с4;1
101000, Москва, Город Москва, Переулок Колпачный, дом 12, стр. 3;1
101000, Москва, Город Москва, Переулок Колпачный, дом 12, стр. 1;1
115184, Москва, Город Москва, Улица Бахрушина, дом 1, к. 7;45
115035, Москва, Город Москва, Улица Садовническая, дом 56, к. 1;1
119017, Москва, Город Москва, Улица Пятницкая, дом 39, стр. 6;1
119017, Москва, Город Москва, Переулок Толмачевский Малый, дом 6, стр. 1;1
Россия, Москва, улица Воздвиженка, 3/5с1;1
Россия, Москва, улица Воздвиженка, 3/5с6;1
Россия, Москва, улица Воздвиженка, 3/5с7;1
109240, Москва, Город Москва, Улица Солянка, дом 14, к. А;1
Россия, Москва, улица Воздвиженка, 3/5с8;1
Россия, Москва, улица Воздвиженка, 3/5с9;1
Россия, Москва, улица Воздвиженка, 3/5с2;1
109028, Москва, Город Москва, Переулок Подколокольный, дом 12/1, стр. 2;1
Россия, Москва, улица Воздвиженка, 3/5с3;1
109028, Москва, Город Москва, Переулок Подколокольный, дом 12/1, стр. 1;1
Россия, Москва, улица Воздвиженка, 3/5с4;1
115035, Москва, Город Москва, Переулок Черниговский, дом 9/13;1
Россия, Москва, улица Воздвиженка, 3/5с5;1
Россия, Москва, Подколокольный переулок, 12/1с3;1
119017, Москва, Город Москва, Улица Пятницкая, дом 39, стр. 2;1
119017, Москва, Город Москва, Улица Пятницкая, дом 39, стр. 3;1
119017, Москва, Город Москва, Улица Пятницкая, дом 39, стр. 4;1
119017, Москва, Город Москва, Улица Пятницкая, дом 39, стр. 5;1
Россия, Москва, Яузский бульвар, 10с2;1
Россия, Москва, Яузский бульвар, 10с3;1
105062, Москва, Город Москва, Переулок Подсосенский, дом 14, стр. 2;19
109028, Москва, Город Москва, Улица Солянка, дом 1, стр. 3;1
Россия, Москва, Берсеневский переулок, 5с3;1
119019, Москва, Город Москва, Улица Волхонка, дом 6, стр. 2;1
119002, Москва, Город Москва, Переулок Сивцев Вражек, дом 15/25;165
119072, Москва, Город Москва, Переулок Берсеневский, дом 5, стр. 4;1
119019, Москва, Город Москва, Бульвар Гоголевский, дом 3/2/1;19
115184, Москва, Город Москва, Улица Новокузнецкая, дом 7/11;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 44, к. 3;28
109028, Москва, Город Москва, Переулок Трехсвятительский Малый, дом 8, стр. 1;54
Россия, Москва, Берсеневский переулок, 5с2;1
Россия, Москва, Устьинский проезд, 9с11;1
119017, Москва, Город Москва, Переулок Старомонетный, дом 9, стр. 2;1
119017, Москва, Город Москва, Переулок Старомонетный, дом 9, стр. 1;1
Россия, Москва, Соймоновский проезд, 7с3;1
Россия, Москва, Устьинский проезд, 9с20;1
119034, Москва, Город Москва, Проезд Соймоновский, дом 7, стр. 2;1
119017, Москва, Город Москва, Улица Пятницкая, дом 40/42, стр. 1;1
119017, Москва, Город Москва, Улица Пятницкая, дом 40/42, стр. 2;1
119034, Москва, Город Москва, Проезд Соймоновский, дом 7, стр. 1;1
119034, Москва, Город Москва, Проезд Соймоновский, дом 7, стр. 6;1
119034, Москва, Город Москва, Проезд Соймоновский, дом 7, стр. 5;1
Россия, Москва, Большой Николоворобинский переулок, 9к6;1
Россия, Москва, Большой Николоворобинский переулок, 9к5;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 5, стр. 1;1
Россия, Москва, Большой Николоворобинский переулок, 9к2;1
Россия, Москва, Устьинский проезд, 9с24;1
119019, Москва, Город Москва, Улица Волхонка, дом 6, стр. 9;1
119019, Москва, Город Москва, Улица Волхонка, дом 6, стр. 7;1
119019, Москва, Город Москва, Улица Волхонка, дом 6, стр. 6;1
119019, Москва, Город Москва, Улица Волхонка, дом 6, стр. 5;1
Россия, Москва, Большой Николоворобинский переулок, 7с16;1
Россия, Москва, Большой Николоворобинский переулок, 7с15;1
Россия, Москва, Большой Николоворобинский переулок, 7с19;1
Россия, Москва, Большой Николоворобинский переулок, 7с18;1
Россия, Москва, Большой Николоворобинский переулок, 7с17;1
109028, Москва, Город Москва, Бульвар Покровский, дом 18/15;4
119002, Москва, Город Москва, Переулок Сивцев Вражек, дом 25/9, стр. 1;1
105062, Москва, Город Москва, Переулок Лялин, дом 24/26, стр. 2;48
119019, Москва, Город Москва, Переулок Староваганьковский, дом 25/5;1
115035, Москва, Город Москва, Переулок Кадашевский 3-й, дом 6, к. 13;21
105062, Москва, Город Москва, Улица Воронцово Поле, дом 9, стр. 3;1
105062, Москва, Город Москва, Улица Воронцово Поле, дом 9, стр. 2;1
119019, Москва, Город Москва, Улица Волхонка, дом 6, стр. 14;1
119017, Москва, Город Москва, Переулок Вишняковский, дом 10, стр. 2;10
115035, Москва, Город Москва, Набережная Овчинниковская, дом 6, стр. 1;1
119017, Москва, Город Москва, Переулок Вишняковский, дом 10, стр. 1;11
115035, Москва, Город Москва, Набережная Овчинниковская, дом 6, стр. 2;1
115035, Москва, Город Москва, Набережная Овчинниковская, дом 6, стр. 3;1
Россия, Москва, Яузский бульвар, 1А;1
Россия, Москва, Устьинский проезд, 2/14с21;1
Россия, Москва, Большой Николоворобинский переулок, 7с22;1
Россия, Москва, Большой Николоворобинский переулок, 7с21;1
Россия, Москва, Большой Николоворобинский переулок, 7с20;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, стр. 6;1
Россия, Москва, Устьинский проезд, 2/14с14;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, стр. 5;1
Россия, Москва, Устьинский проезд, 2/14с13;1
Россия, Москва, Устьинский проезд, 2/14с12;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, стр. 4;1
Россия, Москва, Устьинский проезд, 2/14с11;1
115184, Москва, Город Москва, Набережная Озерковская, дом 4, к. 1;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, стр. 3;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, стр. 2;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 27/6, стр. 3;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 27/6, стр. 4;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, стр. 1;1
Россия, Москва, Пятницкая улица, 40-42с1;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 27/6, стр. 1;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 27/6, стр. 2;1
Россия, Москва, Устьинский проезд, 2/14с10;1
119019, Москва, Город Москва, Переулок Староваганьковский, дом 17, стр. 7;1
105062, Москва, Город Москва, Улица Воронцово Поле, дом 13, стр. 2;1
Россия, Москва, Овчинниковская набережная, 18/1с4А;1
105062, Москва, Город Москва, Улица Воронцово Поле, дом 13, стр. 1;1
115184, Москва, Город Москва, Улица Бахрушина, дом 10;34
115184, Москва, Город Москва, Улица Бахрушина, дом 11;1
115035, Москва, Город Москва, Переулок Кадашевский 2-й, дом 16/5 к.1;1
115184, Москва, Город Москва, Улица Бахрушина, дом 14;1
119017, Москва, Город Москва, Переулок Пыжевский, дом 6;1
119017, Москва, Город Москва, Переулок Пыжевский, дом 7;1
119017, Москва, Город Москва, Переулок Пыжевский, дом 1;1
119017, Москва, Город Москва, Переулок Пыжевский, дом 5;1
Россия, Москва, Пыжевский переулок, 3;1
109240, Москва, Город Москва, Набережная Москворецкая, дом 2А, стр. 2;1
115035, Москва, Город Москва, Набережная Кадашевская, дом 36/1;28
109240, Москва, Город Москва, Набережная Москворецкая, дом 2А, стр. 1;1
115035, Москва, Город Москва, Набережная Софийская, дом 32, к. 1;1
109028, Москва, Город Москва, Переулок Казарменный, дом 3, к. 2;12
Россия, Москва, Дурасовский переулок, 7;1
109028, Москва, Город Москва, Переулок Дурасовский, дом 9;64
115035, Москва, Город Москва, Улица Ордынка Большая, дом 21/16;1
119002, Москва, Город Москва, Улица Арбат, дом 38/1, стр. 2;24
115035, Москва, Город Москва, Переулок Кадашевский 2-й, дом 14, стр. 3;1
115035, Москва, Город Москва, Переулок Кадашевский 2-й, дом 14, стр. 2;1
115035, Москва, Город Москва, Переулок Кадашевский 2-й, дом 14, стр. 1;1
109028, Москва, Город Москва, Переулок Трехсвятительский Большой, дом 3/12;1
119002, Москва, Город Москва, Улица Арбат, дом 38/1, стр. 1;1
115035, Москва, Город Москва, Улица Пятницкая, дом 23, стр. 2;1
Россия, Москва, Подкопаевский переулок, 6с2/11;1
109240, Москва, Город Москва, Площадь Славянская, дом 4, стр. 1;1
Россия, Москва, Моховая улица, 6с2;1
115184, Москва, Город Москва, Улица Бахрушина, дом 14, стр. 1;1
Россия, Москва, Славянская площадь, 4с4;1
Россия, Москва, Славянская площадь, 4с5;1
109074, Москва, Город Москва, Площадь Славянская, дом 4, стр. 2;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 34А, стр. 2;1
109074, Москва, Город Москва, Площадь Славянская, дом 4, стр. 3;1
115035, Москва, Город Москва, Переулок Раушский 2-й, дом 1, стр. 10;1
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 15, стр. 2;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 35, стр. 7;1
119002, Москва, Город Москва, Переулок Кривоарбатский, дом 15, стр. 1;10
115184, Москва, Город Москва, Улица Новокузнецкая, дом 11, стр. 1;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 11, стр. 2;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 11, стр. 5;1
115184, Москва, Город Москва, Улица Новокузнецкая, дом 11, стр. 4;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 9/1, стр. 6;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 9/1, стр. 7;1
Россия, Москва, Большой Спасоглинищевский переулок, 9/1с8;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 9/1, стр. 9;1
Россия, Москва, Китайгородский проезд, 9/5с12А;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 9/1, стр. 4;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 9/1, стр. 5;1
Россия, Москва, Большой Спасоглинищевский переулок, 9/1с1;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 24/32, стр. 7;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 24/32, стр. 8;1
119019, Москва, Город Москва, Улица Манежная, дом 7, стр. 3;1
119002, Москва, Город Москва, Переулок Староконюшенный, дом 10А;10
119019, Москва, Город Москва, Улица Манежная, дом 7, стр. 2;1
119017, Москва, Город Москва, Переулок Старомонетный, дом 27/7, стр. 5;1
119017, Москва, Город Москва, Переулок Старомонетный, дом 27/7, стр. 7;1
109012, Москва, Город Москва, Набережная Москворецкая, дом 3;1
Россия, Москва, Москворецкая набережная, 7;1
115035, Москва, Город Москва, Набережная Садовническая, дом 47А;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 20, стр. 5;1
105064, Москва, Город Москва, Улица Земляной Вал, дом 24/32, стр. 4;1
119017, Москва, Город Москва, Улица Ордынка Большая, дом 20, стр. 2;1
Россия, Москва, Большой Николоворобинский переулок, 9к12;1
Россия, Москва, Большой Николоворобинский переулок, 9к13;1
Россия, Москва, Большой Николоворобинский переулок, 9к10;1
Россия, Москва, Софийская набережная, 6с1;1
Россия, Москва, улица Солянка, 5/2с3;1
Россия, Москва, улица Солянка, 5/2с1;1
109028, Москва, Город Москва, Бульвар Покровский, дом 12, стр. 1;1
115184, Москва, Город Москва, Переулок Овчинниковский Средний, дом 10, стр. 1;1
Россия, Москва, улица Солянка, 5/2с4;1
Россия, Москва, Садовническая улица, 42с6-8;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 12;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 13;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 14;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 15;1
115184, Москва, Город Москва, Улица Бахрушина, дом 8, стр. 14;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 16;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 17;1
115184, Москва, Город Москва, Улица Бахрушина, дом 8, стр. 12;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 18;1
115184, Москва, Город Москва, Улица Бахрушина, дом 8, стр. 10;1
109028, Москва, Город Москва, Улица Яузская, дом 1/15, стр. 10;1
Россия, Москва, Серебрянический переулок, 7с1;1
Россия, Москва, Серебрянический переулок, 7с2;1
109240, Москва, Город Москва, Переулок Ватин Большой, дом 4, стр. 1;1
Россия, Москва, улица Малая Ордынка, 10;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 11;15
Россия, Москва, улица Малая Ордынка, 14;1
115184, Москва, Город Москва, Переулок Татарский Малый, дом 5, к. 1;6
119017, Москва, Город Москва, Улица Ордынка Малая, дом 15;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 21;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 18;1
115035, Москва, Город Москва, Переулок Раушский 2-й, дом 3;22
115035, Москва, Город Москва, Переулок Раушский 2-й, дом 2;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 19;1
119017, Москва, Город Москва, Улица Ордынка Малая, дом 17;1
105064, Москва, Город Москва, Переулок Яковоапостольский, дом 6;1
Россия, Москва, Яузская улица, 1/15с13;1
109028, Москва, Город Москва, Бульвар Покровский, дом 8, стр. 2;6
115184, Москва, Город Москва, Переулок Климентовский, дом 1;1
Россия, Москва, Покровский бульвар, 8с8;1
115184, Москва, Город Москва, Переулок Климентовский, дом 3;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 35;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 37;1
119019, Москва, Город Москва, Улица Волхонка, дом 7/6, стр. 2;1
119019, Москва, Город Москва, Улица Волхонка, дом 7/6, стр. 3;1
115035, Москва, Город Москва, Улица Пятницкая, дом 1/2, стр. 1;1
115184, Москва, Город Москва, Переулок Озерковский, дом 16/17;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 40;1
119034, Москва, Город Москва, Улица Остоженка, дом 3/14;34
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 23;1
119002, Москва, Город Москва, Улица Арбат, дом 43, стр. 3;10
119002, Москва, Город Москва, Улица Арбат, дом 43, стр. 2;1
115035, Москва, Город Москва, Улица Садовническая, дом 44, стр. 1;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 35, стр. 3;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 35, стр. 4;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 35, стр. 5;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 35, стр. 6;1
119002, Москва, Город Москва, Переулок Калошин, дом 6, стр. 1;72
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 19, к. 1;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 35, стр. 1;1
115184, Москва, Город Москва, Улица Татарская Большая, дом 35, стр. 2;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 19, к. 4;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 19, к. 5;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 19, к. 2;1
119019, Москва, Город Москва, Переулок Знаменский Большой, дом 19, к. 3;1
119017, Москва, Город Москва, Переулок Толмачевский Большой, дом 5, стр. 30;1
115035, Москва, Город Москва, Улица Садовническая, дом 44, стр. 2;1
115035, Москва, Город Москва, Улица Садовническая, дом 44, стр. 4;1
101000, Москва, Город Москва, Переулок Спасоглинищевский Большой, дом 9/1, стр. 16А;1
115035, Москва, Город Москва, Улица Ордынка Большая, дом 10, к. 1;1
119072, Москва, Город Москва, Площадь Болотная, дом 14, стр. 3;1
115184, Москва, Город Москва, Переулок Толмачевский Старый, дом 10;1
119072, Москва, Город Москва, Площадь Болотная, дом 14, стр. 4;1
119072, Москва, Город Москва, Площадь Болотная, дом 14, стр. 1;1
119072, Москва, Город Москва, Площадь Болотная, дом 14, стр. 2;1
119072, Москва, Город Москва, Площадь Болотная, дом 14, стр. 7;1
